ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
8804;MX-2021-159877;14/01/2021;20/01/2021;Classe padrão;GC-14650;Giovana Cavalcanti;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MÓV-ES-10000484;Móveis;Estantes;Dania Conjunto de pratelheiras, Tradicional;2709,6;3;0,2;-643,8
8805;US-2019-121097;01/08/2019;06/08/2019;Classe padrão;GO-14785;Giovanna Oliveira;Pequenas e Medias Empresas;Lima;Lima;Peru;Sul;MAT-AR-10004290;Material de escritório;Armazenamento;Tenex Caixa, Azul;132;2;0,4;-64
8806;US-2019-121097;01/08/2019;06/08/2019;Classe padrão;GO-14785;Giovanna Oliveira;Pequenas e Medias Empresas;Lima;Lima;Peru;Sul;TEC-AC-10002042;Tecnologia;Acessórios;Belkin Cartão de memória, Programável;930,48;2;0,4;92,88
8807;US-2019-121097;01/08/2019;06/08/2019;Classe padrão;GO-14785;Giovanna Oliveira;Pequenas e Medias Empresas;Lima;Lima;Peru;Sul;MAT-AR-10000653;Material de escritório;Arte;Sanford Marcadores de texto, Metal;136,08;2;0,4;15,68
8808;US-2019-121097;01/08/2019;06/08/2019;Classe padrão;GO-14785;Giovanna Oliveira;Pequenas e Medias Empresas;Lima;Lima;Peru;Sul;MAT-PA-10001609;Material de escritório;Papel;Enermax Artigos de papelaria, Embalagem com 12;1844,64;9;0,4;-61,56
8809;US-2019-121097;01/08/2019;06/08/2019;Classe padrão;GO-14785;Giovanna Oliveira;Pequenas e Medias Empresas;Lima;Lima;Peru;Sul;MAT-AR-10000059;Material de escritório;Armazenamento;Eldon Pastas, Tamanho real;136,08;2;0,4;-49,92
8810;MX-2019-129560;02/10/2019;07/10/2019;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Morelia;Michoacán;México;Norte;TEC-TE-10000628;Tecnologia;Telefones;Motorola Carregador, Embalagem tipo bulk;4285,2;1;0;1756,8
8811;MX-2020-141278;05/11/2020;05/11/2020;No mesmo dia;MR-18355;Marina Ribeiro;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AR-10004005;Material de escritório;Arte;Boston Bloco de desenho, Embalagem tipo bulk;325,8;1;0;35,8
8812;MX-2020-141278;05/11/2020;05/11/2020;No mesmo dia;MR-18355;Marina Ribeiro;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AC-10000490;Material de escritório;Eletrônicos;Breville Geladeira, Branco;10349,4;3;0;2483,4
8813;US-2020-101364;18/01/2020;20/01/2020;Primeira classe;VD-21430;Vitor Dias;Grande Empresa;Arraiján;Panamá;Panamá;Central;MAT-PA-10001948;Material de escritório;Papel;Enermax Caderno, Multicolorido;957,12;8;0,4;-223,68
8814;MX-2021-137323;09/06/2021;14/06/2021;Classe padrão;MC-18955;Miguel Carvalho;Pequenas e Medias Empresas;Huehuetenango;Huehuetenango;Guatemala;Central;MÓV-CA-10003821;Móveis;Cadeiras;Office Star Cadeira dobrável, Ajustável;1884;3;0;376,8
8815;MX-2019-142174;27/12/2019;29/12/2019;Primeira classe;CS-12430;Carolina Souza;Pequenas e Medias Empresas;Morelia;Michoacán;México;Norte;TEC-CO-10000698;Tecnologia;Copiadoras;Brother Copiadora para uso pessoal, Colorida;960,2756;1;0,002;344,2756
8816;MX-2019-142174;27/12/2019;29/12/2019;Primeira classe;CS-12430;Carolina Souza;Pequenas e Medias Empresas;Morelia;Michoacán;México;Norte;MAT-ET-10000163;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Vermelho;81,2;2;0;29,2
8817;MX-2019-142174;27/12/2019;29/12/2019;Primeira classe;CS-12430;Carolina Souza;Pequenas e Medias Empresas;Morelia;Michoacán;México;Norte;MÓV-ME-10002374;Móveis;Mesas;Barricks Mesa de centro, Preto;11256;7;0,2;3798,2
8818;MX-2019-142174;27/12/2019;29/12/2019;Primeira classe;CS-12430;Carolina Souza;Pequenas e Medias Empresas;Morelia;Michoacán;México;Norte;MAT-AR-10002152;Material de escritório;Arte;Crayola Tela, Embalagem tipo bulk;2409,4;7;0;939,4
8819;US-2019-133900;16/04/2019;18/04/2019;Primeira classe;BC-10990;Beatrice Cunha;Grande Empresa;Santa Cruz de Barahona;Barahona;República Dominicana;Caribe;TEC-TE-10003450;Tecnologia;Telefones;Nokia Repetidor de sinal, Tamanho real;734,88;1;0,2;-36,92
8820;US-2019-133900;16/04/2019;18/04/2019;Primeira classe;BC-10990;Beatrice Cunha;Grande Empresa;Santa Cruz de Barahona;Barahona;República Dominicana;Caribe;TEC-TE-10003922;Tecnologia;Telefones;Samsung Telefone do escritório, Azul;3826,24;11;0,2;812,24
8821;US-2019-133900;16/04/2019;18/04/2019;Primeira classe;BC-10990;Beatrice Cunha;Grande Empresa;Santa Cruz de Barahona;Barahona;República Dominicana;Caribe;MAT-ET-10000988;Material de escritório;Etiquetas;Smead Etiquetas de envio, Durável;128;2;0,2;17,6
8822;US-2019-133900;16/04/2019;18/04/2019;Primeira classe;BC-10990;Beatrice Cunha;Grande Empresa;Santa Cruz de Barahona;Barahona;República Dominicana;Caribe;MAT-FI-10003889;Material de escritório;Fichários;Wilson Jones Divisórias, Econômico;103,2;3;0,2;0
8823;MX-2018-105683;05/08/2018;11/08/2018;Classe padrão;LS-16855;Lavinia Silva;Grande Empresa;Gómez Palacio;Durango;México;Norte;TEC-TE-10004070;Tecnologia;Telefones;Apple Smart Phone, Tamanho real;3322,4;4;0;66,4
8824;MX-2021-103646;11/09/2021;15/09/2021;Classe padrão;BP-11575;Breno Pereira;Grande Empresa;Francisco Beltrão;Paraná;Brasil;Sul;MAT-AR-10004561;Material de escritório;Armazenamento;Rogers Pastas, Tamanho real;614,4;3;0;67,2
8825;MX-2021-103646;11/09/2021;15/09/2021;Classe padrão;BP-11575;Breno Pereira;Grande Empresa;Francisco Beltrão;Paraná;Brasil;Sul;MÓV-ES-10001900;Móveis;Estantes;Sauder Estante tradicional, Tradicional;11626,4;4;0;2557,6
8826;MX-2020-161109;08/09/2020;10/09/2020;Primeira classe;BC-11125;Beatriz Cardoso;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MAT-AC-10000074;Material de escritório;Eletrônicos;Hoover Moedor de café, Vermelho;2293;5;0;458
8827;MX-2020-161109;08/09/2020;10/09/2020;Primeira classe;BC-11125;Beatriz Cardoso;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MÓV-ES-10000821;Móveis;Estantes;Dania Estante, Branco;2482,2;3;0;868,2
8828;MX-2019-133557;06/11/2019;10/11/2019;Classe padrão;BG-11275;Bianca Gomes;Grande Empresa;Ananindeua;Pará;Brasil;Sul;MAT-AR-10004276;Material de escritório;Arte;Boston Tela, Metal;732;2;0;256
8829;MX-2019-133557;06/11/2019;10/11/2019;Classe padrão;BG-11275;Bianca Gomes;Grande Empresa;Ananindeua;Pará;Brasil;Sul;MAT-PA-10001484;Material de escritório;Papel;Eaton Resma, Reciclado;705,6;4;0;239,2
8830;MX-2019-133557;06/11/2019;10/11/2019;Classe padrão;BG-11275;Bianca Gomes;Grande Empresa;Ananindeua;Pará;Brasil;Sul;MAT-CO-10004160;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Tamanhos variados;423,6;6;0;37,2
8831;US-2021-145261;07/11/2021;07/11/2021;No mesmo dia;EC-14005;Evelyn Correia;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MÓV-ME-10001758;Móveis;Mesas;Lesro Mesa de centro, Montado;8111,04;6;0,2;-203,76
8832;MX-2019-162222;26/07/2019;30/07/2019;Classe padrão;VB-21190;Vinícius Barbosa;Grande Empresa;Guaratinguetá;São Paulo;Brasil;Sul;MAT-FI-10000250;Material de escritório;Fichários;Ibico Encadernadora, Durável;1058,4;3;0;10,2
8833;MX-2019-162222;26/07/2019;30/07/2019;Classe padrão;VB-21190;Vinícius Barbosa;Grande Empresa;Guaratinguetá;São Paulo;Brasil;Sul;MAT-MA-10002613;Material de escritório;Materiais;Kleencut Estilete, Azul;1386;6;0;609,6
8834;MX-2021-128461;19/06/2021;25/06/2021;Classe padrão;ES-13840;Erick Sousa;Grande Empresa;Holguín;Holguín;Cuba;Caribe;TEC-TE-10002896;Tecnologia;Telefones;Samsung Headset, Embalagem tipo bulk;1465,8;3;0;513
8835;MX-2021-128461;19/06/2021;25/06/2021;Classe padrão;ES-13840;Erick Sousa;Grande Empresa;Holguín;Holguín;Cuba;Caribe;TEC-AC-10002900;Tecnologia;Acessórios;SanDisk Cartão de memória, Durável;2252,4;3;0;787,8
8836;MX-2020-164938;18/04/2020;23/04/2020;Segunda classe;OS-19390;Otávio Souza;Varejo;Maceió;Alagoas;Brasil;Sul;MAT-AR-10001836;Material de escritório;Arte;Boston Canetas, Metal;412,8;4;0;156,8
8837;MX-2020-164938;18/04/2020;23/04/2020;Segunda classe;OS-19390;Otávio Souza;Varejo;Maceió;Alagoas;Brasil;Sul;MAT-PA-10002054;Material de escritório;Papel;Green Bar Agenda, Multicolorido;504;3;0;55,2
8838;MX-2020-164938;18/04/2020;23/04/2020;Segunda classe;OS-19390;Otávio Souza;Varejo;Maceió;Alagoas;Brasil;Sul;MAT-MA-10002656;Material de escritório;Materiais;Elite Tesouras, Retangular;512,8;4;0;164
8839;US-2018-125395;19/05/2018;22/05/2018;Segunda classe;SC-20485;Sofia Carvalho;Pequenas e Medias Empresas;Maracaibo;Zulia;Venezuela;Sul;MÓV-ES-10004275;Móveis;Estantes;Bush Gaveteiro, Tradicional;1720,44;3;0,4;-1061,16
8840;MX-2020-112228;24/04/2020;28/04/2020;Classe padrão;VP-21745;Vitória Pinto;Grande Empresa;Cuiabá;Mato Grosso;Brasil;Sul;MAT-AR-10000982;Material de escritório;Armazenamento;Tenex Caixa, Tamanho real;220,4;2;0;103,2
8841;MX-2020-110520;28/08/2020;02/09/2020;Classe padrão;MS-18010;Manuela Silva;Grande Empresa;San Francisco de Macorís;Duarte;República Dominicana;Caribe;MAT-PA-10004600;Material de escritório;Papel;Enermax Cadernetas, Reciclado;83,04;1;0,2;10,24
8842;MX-2020-156818;03/07/2020;07/07/2020;Classe padrão;IA-15295;Isabella Alves;Varejo;Soyapango;San Salvador;El Salvador;Central;TEC-AC-10000168;Tecnologia;Acessórios;Logitech Roteador, Durável;8251;5;0;2970
8843;MX-2021-167304;09/06/2021;13/06/2021;Classe padrão;LA-17635;Luis Alves;Grande Empresa;Mogi das Cruzes;São Paulo;Brasil;Sul;MAT-MA-10004822;Material de escritório;Materiais;Kleencut Régua, Retangular;547,2;8;0;158,4
8844;US-2020-158743;13/11/2020;17/11/2020;Classe padrão;AA-10450;Amanda Almeida;Varejo;Valencia;Carabobo;Venezuela;Sul;MAT-MA-10002428;Material de escritório;Materiais;Acme Cortador de papel, Aço;175,92;1;0,4;-0,08
8845;US-2020-158743;13/11/2020;17/11/2020;Classe padrão;AA-10450;Amanda Almeida;Varejo;Valencia;Carabobo;Venezuela;Sul;MAT-AR-10003031;Material de escritório;Arte;Crayola Marcador, Tamanhos variados;763,56;7;0,4;-38,64
8846;US-2019-104927;19/04/2019;21/04/2019;Segunda classe;DB-13060;Douglas Barbosa;Varejo;Valencia;Carabobo;Venezuela;Sul;TEC-CO-10001147;Tecnologia;Copiadoras;HP Copiadora para uso pessoal, Colorida;501,2436;1;0,402;-202,9564
8847;MX-2021-100594;14/05/2021;19/05/2021;Classe padrão;GM-14470;Gabriela Martins;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-MA-10000201;Material de escritório;Materiais;Stiletto Tesouras, Aço;460,2;3;0;207
8848;MX-2021-100594;14/05/2021;19/05/2021;Classe padrão;GM-14470;Gabriela Martins;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-FI-10000640;Material de escritório;Fichários;Acco Perfurador, Econômico;1004;5;0;80
8849;MX-2020-117331;11/01/2020;15/01/2020;Classe padrão;VC-21040;Victor Cunha;Pequenas e Medias Empresas;Pinar del Rio;Pinar del Rio;Cuba;Caribe;MAT-AC-10004309;Material de escritório;Eletrônicos;Hoover Liquidificador, Prata;2611,2;4;0;678,4
8850;MX-2019-166730;11/12/2019;15/12/2019;Classe padrão;IC-15205;Isabela Correia;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-CO-10001922;Material de escritório;Colchetes;Stockwell Elásticos, Embalagem com 12;124,56;2;0,4;10,16
8851;MX-2019-166730;11/12/2019;15/12/2019;Classe padrão;IC-15205;Isabela Correia;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-AC-10003543;Material de escritório;Eletrônicos;Breville Torradeira, Vermelho;920,52;3;0,4;-0,48
8852;US-2020-132437;19/12/2020;22/12/2020;Primeira classe;EC-13165;Eduarda Carvalho;Grande Empresa;San Miguelito;Panamá;Panamá;Central;MÓV-CA-10004158;Móveis;Cadeiras;Harbour Creations Banqueta, Par;2188,44;3;0,4;-984,96
8853;MX-2020-167038;30/03/2020;06/04/2020;Classe padrão;JG-15670;Julia Goncalves;Varejo;Ribeirão Preto;São Paulo;Brasil;Sul;MAT-PA-10000782;Material de escritório;Papel;Xerox Cadernetas, Embalagem com 12;235,6;2;0;61,2
8854;MX-2021-110527;31/12/2021;02/01/2022;Segunda classe;CM-12190;Carla Melo;Varejo;Managua;Managua;Nicarágua;Central;TEC-TE-10004658;Tecnologia;Telefones;Nokia Telefone do escritório, Tamanhos variados;1359,6;3;0;108,6
8855;MX-2021-110527;31/12/2021;02/01/2022;Segunda classe;CM-12190;Carla Melo;Varejo;Managua;Managua;Nicarágua;Central;MAT-MA-10001192;Material de escritório;Materiais;Kleencut Régua, Azul;723,2;8;0;64
8856;MX-2021-110527;31/12/2021;02/01/2022;Segunda classe;CM-12190;Carla Melo;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10002019;Material de escritório;Etiquetas;HON Etiquetas para codificação colorida, Durável;264;3;0;123,6
8857;MX-2018-115686;05/11/2018;09/11/2018;Classe padrão;FC-14290;Fernanda Castro;Pequenas e Medias Empresas;Spanish Town;Saint Catherine;Jamaica;Caribe;MAT-ET-10000301;Material de escritório;Etiquetas;Novimex Etiquetas para organização de pastas, Branco;275;5;0;8
8858;MX-2018-115686;05/11/2018;09/11/2018;Classe padrão;FC-14290;Fernanda Castro;Pequenas e Medias Empresas;Spanish Town;Saint Catherine;Jamaica;Caribe;MÓV-ES-10000624;Móveis;Estantes;Ikea Estante tradicional, Branco;13809;5;0;3037
8859;MX-2018-115686;05/11/2018;09/11/2018;Classe padrão;FC-14290;Fernanda Castro;Pequenas e Medias Empresas;Spanish Town;Saint Catherine;Jamaica;Caribe;MÓV-MÓ-10000513;Móveis;Móveis;Rubbermaid Porta retrato, Durável;1300,8;4;0;572
8860;US-2018-151967;08/12/2018;11/12/2018;Segunda classe;LS-17860;Luiz Sousa;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MÓV-ES-10000416;Móveis;Estantes;Dania Biblioteca, Metal;7237,2;5;0,4;-1568,8
8861;US-2018-151967;08/12/2018;11/12/2018;Segunda classe;LS-17860;Luiz Sousa;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MAT-CO-10001827;Material de escritório;Colchetes;OIC Elásticos, Embalagem tipo bulk;204,84;3;0,4;-133,56
8862;US-2019-160332;16/09/2019;18/09/2019;Primeira classe;MA-17920;Manuela Almeida;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-EN-10001346;Material de escritório;Envelopes;Jiffy Fita dupla face, Vermelho;471;5;0,4;-165
8863;MX-2019-168249;09/08/2019;14/08/2019;Classe padrão;YC-21895;Yasmin Cunha;Grande Empresa;Soyapango;San Salvador;El Salvador;Central;MAT-FI-10004130;Material de escritório;Fichários;Acco Divisórias, Durável;268,8;4;0;48
8864;MX-2019-168249;09/08/2019;14/08/2019;Classe padrão;YC-21895;Yasmin Cunha;Grande Empresa;Soyapango;San Salvador;El Salvador;Central;MÓV-MÓ-10003106;Móveis;Móveis;Rubbermaid Lâmpada, Embalagem multipack;252;2;0;108
8865;MX-2020-166723;23/10/2020;27/10/2020;Segunda classe;LL-17725;Luis Lima;Varejo;Soyapango;San Salvador;El Salvador;Central;MAT-MA-10003006;Material de escritório;Materiais;Acme Estilete, Aço;744;3;0;111,6
8866;MX-2021-132710;04/12/2021;04/12/2021;No mesmo dia;AC-10285;Alice Carvalho;Grande Empresa;São Paulo;São Paulo;Brasil;Sul;MÓV-CA-10003058;Móveis;Cadeiras;Office Star Cadeira de praia, Preto;2120,4;6;0;127,2
8867;MX-2021-132710;04/12/2021;04/12/2021;No mesmo dia;AC-10285;Alice Carvalho;Grande Empresa;São Paulo;São Paulo;Brasil;Sul;MAT-AR-10001043;Material de escritório;Armazenamento;Eldon Caixa, Industrial;358;5;0;175
8868;MX-2021-132710;04/12/2021;04/12/2021;No mesmo dia;AC-10285;Alice Carvalho;Grande Empresa;São Paulo;São Paulo;Brasil;Sul;MAT-PA-10000500;Material de escritório;Papel;Enermax Papel de pergaminho, Reciclado;408;4;0;0
8869;MX-2020-151764;22/09/2020;25/09/2020;Segunda classe;IL-15160;Igor Lima;Pequenas e Medias Empresas;Feira de Santana;Bahia;Brasil;Sul;MÓV-CA-10004997;Móveis;Cadeiras;SAFCO Poltrona, Par;12364,8;4;0;1112,8
8870;MX-2020-151764;22/09/2020;25/09/2020;Segunda classe;IL-15160;Igor Lima;Pequenas e Medias Empresas;Feira de Santana;Bahia;Brasil;Sul;MAT-AR-10001422;Material de escritório;Arte;Crayola Marcador, Embalagem tipo bulk;487,2;3;0;233,4
8871;MX-2020-151764;22/09/2020;25/09/2020;Segunda classe;IL-15160;Igor Lima;Pequenas e Medias Empresas;Feira de Santana;Bahia;Brasil;Sul;TEC-CO-10003774;Tecnologia;Copiadoras;Hewlett Copiadora para uso pessoal, Par;3839,5056;4;0,002;1569,1056
8872;MX-2019-119130;13/06/2019;19/06/2019;Classe padrão;RR-19930;Rebeca Ribeiro;Varejo;Morón;Ciego de Ávila;Cuba;Caribe;MAT-CO-10001707;Material de escritório;Colchetes;Advantus Alfinetes, Metal;485;5;0;150
8873;MX-2020-110065;07/02/2020;09/02/2020;Segunda classe;NS-19330;Nicole Sousa;Varejo;Santiago;Santiago;Chile;Sul;TEC-TE-10002141;Tecnologia;Telefones;Samsung Caixa de som, Azul;3336,6;3;0;133,2
8874;US-2018-133130;22/04/2018;25/04/2018;Primeira classe;AC-10570;Ana Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10004119;Móveis;Cadeiras;SAFCO Protetor de piso, Preto;918,24;4;0,4;-336,96
8875;US-2018-133130;22/04/2018;25/04/2018;Primeira classe;AC-10570;Ana Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-TE-10001522;Tecnologia;Telefones;Cisco Repetidor de sinal, Azul;4858,56;8;0,4;-810,24
8876;MX-2019-102393;20/06/2019;27/06/2019;Classe padrão;BB-11785;Bruno Barbosa;Varejo;Managua;Managua;Nicarágua;Central;TEC-AC-10001364;Tecnologia;Acessórios;Memorex Pen drive, Reciclado;362,8;2;0;126,8
8877;MX-2019-102393;20/06/2019;27/06/2019;Classe padrão;BB-11785;Bruno Barbosa;Varejo;Managua;Managua;Nicarágua;Central;MAT-MA-10002485;Material de escritório;Materiais;Kleencut Cortador de papel, Aço;544,4;2;0;201,2
8878;MX-2019-119571;07/12/2019;11/12/2019;Classe padrão;LA-17050;Leonor Alves;Varejo;Chinautla;Guatemala;Guatemala;Central;MÓV-MÓ-10002137;Móveis;Móveis;Rubbermaid Relógio de parede, Premium;325,2;1;0;133,2
8879;MX-2021-130190;25/11/2021;30/11/2021;Classe padrão;JB-15460;Joao Barros;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-AR-10004276;Material de escritório;Arte;Boston Tela, Metal;1098;3;0;384
8880;MX-2019-118857;21/06/2019;28/06/2019;Classe padrão;MC-18910;Melissa Cunha;Pequenas e Medias Empresas;Soyapango;San Salvador;El Salvador;Central;MÓV-CA-10000196;Móveis;Cadeiras;SAFCO Cadeira dobrável, Preto;555,2;1;0;5,4
8881;MX-2019-118857;21/06/2019;28/06/2019;Classe padrão;MC-18910;Melissa Cunha;Pequenas e Medias Empresas;Soyapango;San Salvador;El Salvador;Central;MÓV-ES-10002598;Móveis;Estantes;Safco Par, Preto;1005,4;1;0;180,8
8882;MX-2019-118857;21/06/2019;28/06/2019;Classe padrão;MC-18910;Melissa Cunha;Pequenas e Medias Empresas;Soyapango;San Salvador;El Salvador;Central;MAT-MA-10002669;Material de escritório;Materiais;Fiskars Abridor de carta, Aço;182,2;1;0;67,4
8883;US-2018-108259;13/09/2018;17/09/2018;Classe padrão;RF-20050;Rodrigo Fernandes;Pequenas e Medias Empresas;La Plata;Província de Buenos Aires;Argentina;Sul;MÓV-ES-10002838;Móveis;Estantes;Bush Biblioteca, Preto;7313,4;5;0,4;-4632,6
8884;US-2021-125101;07/04/2021;09/04/2021;Primeira classe;VM-21085;Victor Martins;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10000570;Móveis;Cadeiras;SAFCO Poltrona, Preto;3672;2;0,4;-367,2
8885;US-2021-125101;07/04/2021;09/04/2021;Primeira classe;VM-21085;Victor Martins;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10004374;Material de escritório;Arte;Sanford Canetas, Azul;88,8;2;0,4;-4,8
8886;MX-2018-163909;19/11/2018;24/11/2018;Segunda classe;AS-10660;Ana Sousa;Varejo;Duque de Caxias;Rio de Janeiro;Brasil;Sul;MAT-FI-10002671;Material de escritório;Fichários;Acco Capa para fichário, Reciclado;182,4;2;0;16,4
8887;MX-2020-116197;17/07/2020;19/07/2020;Segunda classe;ÁA-10015;Ágatha Alves;Varejo;Gaspar;Santa Catarina;Brasil;Sul;TEC-AC-10004990;Tecnologia;Acessórios;SanDisk Teclado, Programável;3319,2;6;0;1128
8888;MX-2020-116197;17/07/2020;19/07/2020;Segunda classe;ÁA-10015;Ágatha Alves;Varejo;Gaspar;Santa Catarina;Brasil;Sul;MAT-MA-10002451;Material de escritório;Materiais;Fiskars Estilete, Industrial;2476;10;0;618
8889;MX-2020-102806;01/08/2020;05/08/2020;Classe padrão;MO-18265;Mariana Oliveira;Varejo;Ciudad Juárez;Chihuahua;México;Norte;MAT-FI-10002974;Material de escritório;Fichários;Acco Capa para fichário, Transparente;426;5;0;191
8890;MX-2020-102806;01/08/2020;05/08/2020;Classe padrão;MO-18265;Mariana Oliveira;Varejo;Ciudad Juárez;Chihuahua;México;Norte;MAT-ET-10001153;Material de escritório;Etiquetas;Harbour Creations Etiquetas jurídicas, Branco;438;6;0;165,6
8891;MX-2020-102806;01/08/2020;05/08/2020;Classe padrão;MO-18265;Mariana Oliveira;Varejo;Ciudad Juárez;Chihuahua;México;Norte;MAT-CO-10004718;Material de escritório;Colchetes;Stockwell Alfinetes, Embalagem com 12;460;5;0;147
8892;MX-2020-136994;05/07/2020;11/07/2020;Classe padrão;RM-19660;Rafael Melo;Pequenas e Medias Empresas;Soyapango;San Salvador;El Salvador;Central;TEC-AC-10004957;Tecnologia;Acessórios;SanDisk Mouse, Programável;530,8;2;0;148,4
8893;MX-2020-117191;03/07/2020;08/07/2020;Classe padrão;RA-20035;Rodrigo Araujo;Pequenas e Medias Empresas;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MÓV-CA-10002269;Móveis;Cadeiras;Novimex Cadeira de balanço, Preto;2580;3;0;877,2
8894;MX-2021-165792;27/03/2021;30/03/2021;Primeira classe;OC-19375;Otávio Costa;Varejo;Santiago;Santiago;Chile;Sul;TEC-CO-10004833;Tecnologia;Copiadoras;Hewlett Fax e copiadora, Digital;2561,6664;2;0,002;918,8664
8895;US-2018-115392;04/03/2018;11/03/2018;Classe padrão;CA-11860;Caio Almeida;Varejo;San Pedro Sula;Cortés;Honduras;Central;MAT-ET-10001014;Material de escritório;Etiquetas;HON Etiquetas para organização de pastas, Ajustável;78,48;3;0,4;-6,72
8896;US-2018-115392;04/03/2018;11/03/2018;Classe padrão;CA-11860;Caio Almeida;Varejo;San Pedro Sula;Cortés;Honduras;Central;TEC-TE-10002141;Tecnologia;Telefones;Samsung Caixa de som, Azul;3336,6;5;0,4;-2002,4
8897;US-2018-115392;04/03/2018;11/03/2018;Classe padrão;CA-11860;Caio Almeida;Varejo;San Pedro Sula;Cortés;Honduras;Central;MAT-CO-10004945;Material de escritório;Colchetes;Stockwell Elásticos, Tamanhos variados;163,08;3;0,4;-95,52
8898;US-2018-115392;04/03/2018;11/03/2018;Classe padrão;CA-11860;Caio Almeida;Varejo;San Pedro Sula;Cortés;Honduras;Central;TEC-CO-10000626;Tecnologia;Copiadoras;Sharp Fax, Par;8250,606;7;0,402;-3891,594
8899;US-2021-168984;04/03/2021;08/03/2021;Classe padrão;RL-20170;Ryan Lima;Varejo;Concepción de La Vega;La Vega;República Dominicana;Caribe;MAT-AR-10001017;Material de escritório;Armazenamento;Smead Caixa, Industrial;180;3;0,2;-27
8900;US-2021-168984;04/03/2021;08/03/2021;Classe padrão;RL-20170;Ryan Lima;Varejo;Concepción de La Vega;La Vega;República Dominicana;Caribe;MAT-AR-10003036;Material de escritório;Arte;Crayola Marcador, Azul;513,92;4;0,2;185,92
8901;MX-2019-105655;24/11/2019;26/11/2019;Primeira classe;GG-14590;Gabrielly Gomes;Grande Empresa;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MÓV-MÓ-10003988;Móveis;Móveis;Deflect-O Lâmpada, Preto;227,88;3;0,4;37,68
8902;US-2020-169901;30/03/2020;01/04/2020;Primeira classe;VB-21190;Vinícius Barbosa;Pequenas e Medias Empresas;Salvador;Bahia;Brasil;Sul;MAT-ET-10002834;Material de escritório;Etiquetas;Smead Etiquetas redondas, Durável;233,28;12;0,6;-309,12
8903;US-2020-169901;30/03/2020;01/04/2020;Primeira classe;VB-21190;Vinícius Barbosa;Pequenas e Medias Empresas;Salvador;Bahia;Brasil;Sul;MAT-FI-10003491;Material de escritório;Fichários;Cardinal Reforço para fichário, Econômico;28,48;2;0,6;-40,72
8904;MX-2019-111836;22/05/2019;24/05/2019;Primeira classe;GS-14485;Gabriela Souza;Grande Empresa;Ciudad del Carmen;Campeche;México;Norte;MAT-ET-10001375;Material de escritório;Etiquetas;Avery Etiquetas para organização de pastas, Durável;317;5;0;44
8905;MX-2019-111836;22/05/2019;24/05/2019;Primeira classe;GS-14485;Gabriela Souza;Grande Empresa;Ciudad del Carmen;Campeche;México;Norte;MÓV-ES-10000416;Móveis;Estantes;Dania Biblioteca, Metal;7719,68;4;0,2;674,88
8906;MX-2021-153913;16/04/2021;21/04/2021;Classe padrão;EA-13585;Enzo Azevedo;Grande Empresa;Santa Clara;Villa Clara;Cuba;Caribe;TEC-MÁ-10001040;Tecnologia;Máquinas;Konica Impressora de crachás, Vermelho;3446,4;3;0;1654,2
8907;MX-2021-153913;16/04/2021;21/04/2021;Classe padrão;EA-13585;Enzo Azevedo;Grande Empresa;Santa Clara;Villa Clara;Cuba;Caribe;MAT-ET-10001274;Material de escritório;Etiquetas;Avery Etiquetas redondas, Durável;150,6;3;0;69
8908;MX-2021-153913;16/04/2021;21/04/2021;Classe padrão;EA-13585;Enzo Azevedo;Grande Empresa;Santa Clara;Villa Clara;Cuba;Caribe;TEC-CO-10002270;Tecnologia;Copiadoras;Hewlett Fax, Vermelho;4233,1168;2;0,002;-8,4832
